,league,player_id,salary,season,season_end,season_start,team,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,draft_year,height,position,shoots,weight
143,NBA,alexaco01,1980000,1999-00,2000,1999,Denver Nuggets,2.7,38.9,35.4,75.6,307,12.4,5.5,1.6,3.0,46.8,1995,6-1,Shooting Guard and Point Guard,Right,185.0
144,NBA,alexaco01,2160000,2000-01,2001,2000,Denver Nuggets,2.7,38.9,35.4,75.6,307,12.4,5.5,1.6,3.0,46.8,1995,6-1,Shooting Guard and Point Guard,Right,185.0
145,NBA,alexaco01,1995741,2001-02,2002,2001,Denver Nuggets,2.7,38.9,35.4,75.6,307,12.4,5.5,1.6,3.0,46.8,1995,6-1,Shooting Guard and Point Guard,Right,185.0
146,NBA,alexaco01,2149259,2002-03,2003,2002,Denver Nuggets,2.7,38.9,35.4,75.6,307,12.4,5.5,1.6,3.0,46.8,1995,6-1,Shooting Guard and Point Guard,Right,185.0
147,NBA,alexaco01,2302778,2003-04,2004,2003,Denver Nuggets,2.7,38.9,35.4,75.6,307,12.4,5.5,1.6,3.0,46.8,1995,6-1,Shooting Guard and Point Guard,Right,185.0
148,NBA,alexaco02,1319400,2000-01,2001,2000,Dallas Mavericks,1.2,42.2,33.9,81.3,187,11.5,9.0,2.2,4.1,43.5,2000,6-5,Point Guard and Shooting Guard,Right,205.0
149,NBA,alexaco02,1418400,2001-02,2002,2001,Washington Wizards,1.2,42.2,33.9,81.3,187,11.5,9.0,2.2,4.1,43.5,2000,6-5,Point Guard and Shooting Guard,Right,205.0
150,NBA,alexaco02,1517280,2002-03,2003,2002,New Orleans Hornets,1.2,42.2,33.9,81.3,187,11.5,9.0,2.2,4.1,43.5,2000,6-5,Point Guard and Shooting Guard,Right,205.0
151,NBA,alexaco02,2168193,2003-04,2004,2003,New Orleans Hornets,1.2,42.2,33.9,81.3,187,11.5,9.0,2.2,4.1,43.5,2000,6-5,Point Guard and Shooting Guard,Right,205.0
152,NBA,alexaco02,79029,2004-05,2005,2004,Sacramento Kings,1.2,42.2,33.9,81.3,187,11.5,9.0,2.2,4.1,43.5,2000,6-5,Point Guard and Shooting Guard,Right,205.0
153,NBA,alexajo01,2403120,2008-09,2009,2008,Milwaukee Bucks,0.7,41.0,34.0,69.8,67,9.9,4.2,1.8,0.5,44.2,2008,6-8,Small Forward,Right,230.0
154,NBA,alexajo01,2583360,2009-10,2010,2009,Chicago Bulls,0.7,41.0,34.0,69.8,67,9.9,4.2,1.8,0.5,44.2,2008,6-8,Small Forward,Right,230.0
155,NBA,alexajo01,90465,2010-11,2011,2010,New Orleans Hornets,0.7,41.0,34.0,69.8,67,9.9,4.2,1.8,0.5,44.2,2008,6-8,Small Forward,Right,230.0
156,NBA,alexavi01,750000,1991-92,1992,1991,Golden State Warriors,0.9,51.8,28.6,63.4,286,13.7,8.9,4.8,8.8,52.2,1991,6-9,Center,Right,265.0
157,NBA,alexavi01,942000,1992-93,1993,1992,Golden State Warriors,0.9,51.8,28.6,63.4,286,13.7,8.9,4.8,8.8,52.2,1991,6-9,Center,Right,265.0
158,NBA,alexavi01,1160000,1993-94,1994,1993,Golden State Warriors,0.9,51.8,28.6,63.4,286,13.7,8.9,4.8,8.8,52.2,1991,6-9,Center,Right,265.0
159,NBA,alexavi01,1377500,1994-95,1995,1994,Golden State Warriors,0.9,51.8,28.6,63.4,286,13.7,8.9,4.8,8.8,52.2,1991,6-9,Center,Right,265.0
160,NBA,alexavi01,1595000,1995-96,1996,1995,Toronto Raptors,0.9,51.8,28.6,63.4,286,13.7,8.9,4.8,8.8,52.2,1991,6-9,Center,Right,265.0
161,NBA,alexavi01,653350,2001-02,2002,2001,Detroit Pistons,0.9,51.8,28.6,63.4,286,13.7,8.9,4.8,8.8,52.2,1991,6-9,Center,Right,265.0
162,NBA,alforst01,100000,1987-88,1988,1987,Dallas Mavericks,1.0,45.9,32.4,87.0,169,14.4,4.4,0.9,3.2,48.7,1987,6-2,Point Guard,Right,183.0
163,NBA,alforst01,150000,1988-89,1989,1988,Golden State Warriors,1.0,45.9,32.4,87.0,169,14.4,4.4,0.9,3.2,48.7,1987,6-2,Point Guard,Right,183.0
164,NBA,alforst01,250000,1990-91,1991,1990,Dallas Mavericks,1.0,45.9,32.4,87.0,169,14.4,4.4,0.9,3.2,48.7,1987,6-2,Point Guard,Right,183.0
165,NBA,allenja01,1713720,2017-18,2018,2017,Brooklyn Nets,1.0,59.0,18.3,73.2,152,18.1,9.6,7.0,11.9,59.5,2017,6-11,Center,Right,237.0
166,NBA,allenje01,200000,1995-96,1996,1995,Minnesota Timberwolves,1.7,35.0,31.7,63.0,117,8.5,2.9,1.1,0.2,41.1,1995,6-4,Shooting Guard,Right,184.0
167,NBA,allenje01,247500,1996-97,1997,1996,Indiana Pacers,1.7,35.0,31.7,63.0,117,8.5,2.9,1.1,0.2,41.1,1995,6-4,Shooting Guard,Right,184.0
168,NBA,allenje01,35000,1997-98,1998,1997,Cleveland Cavaliers,1.7,35.0,31.7,63.0,117,8.5,2.9,1.1,0.2,41.1,1995,6-4,Shooting Guard,Right,184.0
169,NBA,allenje01,510000,1999-00,2000,1999,Milwaukee Bucks,1.7,35.0,31.7,63.0,117,8.5,2.9,1.1,0.2,41.1,1995,6-4,Shooting Guard,Right,184.0
170,NBA,allenla01,473604,2011-12,2012,2011,Philadelphia 76ers,1.0,47.1,13.3,68.2,388,12.5,4.8,4.8,13.8,47.2,2011,6-9,Power Forward and Center,Right,260.0
171,NBA,allenla01,3000000,2012-13,2013,2012,Philadelphia 76ers,1.0,47.1,13.3,68.2,388,12.5,4.8,4.8,13.8,47.2,2011,6-9,Power Forward and Center,Right,260.0
172,NBA,allenla01,3060000,2013-14,2014,2013,Philadelphia 76ers,1.0,47.1,13.3,68.2,388,12.5,4.8,4.8,13.8,47.2,2011,6-9,Power Forward and Center,Right,260.0
173,NBA,allenla01,948163,2014-15,2015,2014,Indiana Pacers,1.0,47.1,13.3,68.2,388,12.5,4.8,4.8,13.8,47.2,2011,6-9,Power Forward and Center,Right,260.0
174,NBA,allenla01,3700000,2015-16,2016,2015,Indiana Pacers,1.0,47.1,13.3,68.2,388,12.5,4.8,4.8,13.8,47.2,2011,6-9,Power Forward and Center,Right,260.0
175,NBA,allenla01,4000000,2016-17,2017,2016,Indiana Pacers,1.0,47.1,13.3,68.2,388,12.5,4.8,4.8,13.8,47.2,2011,6-9,Power Forward and Center,Right,260.0
176,NBA,allenra02,1785000,1996-97,1997,1996,Milwaukee Bucks,3.4,45.2,40.0,89.4,1300,18.6,18.9,4.1,145.1,53.0,1996,6-5,Shooting Guard,Right,205.0
177,NBA,allenra02,2052360,1997-98,1998,1997,Milwaukee Bucks,3.4,45.2,40.0,89.4,1300,18.6,18.9,4.1,145.1,53.0,1996,6-5,Shooting Guard,Right,205.0
178,NBA,allenra02,2320000,1998-99,1999,1998,Milwaukee Bucks,3.4,45.2,40.0,89.4,1300,18.6,18.9,4.1,145.1,53.0,1996,6-5,Shooting Guard,Right,205.0
179,NBA,allenra02,9000000,1999-00,2000,1999,Milwaukee Bucks,3.4,45.2,40.0,89.4,1300,18.6,18.9,4.1,145.1,53.0,1996,6-5,Shooting Guard,Right,205.0
180,NBA,allenra02,10130000,2000-01,2001,2000,Milwaukee Bucks,3.4,45.2,40.0,89.4,1300,18.6,18.9,4.1,145.1,53.0,1996,6-5,Shooting Guard,Right,205.0
181,NBA,allenra02,11250000,2001-02,2002,2001,Milwaukee Bucks,3.4,45.2,40.0,89.4,1300,18.6,18.9,4.1,145.1,53.0,1996,6-5,Shooting Guard,Right,205.0
182,NBA,allenra02,12375000,2002-03,2003,2002,Milwaukee Bucks,3.4,45.2,40.0,89.4,1300,18.6,18.9,4.1,145.1,53.0,1996,6-5,Shooting Guard,Right,205.0
183,NBA,allenra02,13500000,2003-04,2004,2003,Seattle SuperSonics,3.4,45.2,40.0,89.4,1300,18.6,18.9,4.1,145.1,53.0,1996,6-5,Shooting Guard,Right,205.0
184,NBA,allenra02,14625000,2004-05,2005,2004,Seattle SuperSonics,3.4,45.2,40.0,89.4,1300,18.6,18.9,4.1,145.1,53.0,1996,6-5,Shooting Guard,Right,205.0
185,NBA,allenra02,13223140,2005-06,2006,2005,Seattle SuperSonics,3.4,45.2,40.0,89.4,1300,18.6,18.9,4.1,145.1,53.0,1996,6-5,Shooting Guard,Right,205.0
186,NBA,allenra02,14611570,2006-07,2007,2006,Seattle SuperSonics,3.4,45.2,40.0,89.4,1300,18.6,18.9,4.1,145.1,53.0,1996,6-5,Shooting Guard,Right,205.0
187,NBA,allenra02,16000000,2007-08,2008,2007,Boston Celtics,3.4,45.2,40.0,89.4,1300,18.6,18.9,4.1,145.1,53.0,1996,6-5,Shooting Guard,Right,205.0
188,NBA,allenra02,18388430,2008-09,2009,2008,Boston Celtics,3.4,45.2,40.0,89.4,1300,18.6,18.9,4.1,145.1,53.0,1996,6-5,Shooting Guard,Right,205.0
189,NBA,allenra02,18776860,2009-10,2010,2009,Boston Celtics,3.4,45.2,40.0,89.4,1300,18.6,18.9,4.1,145.1,53.0,1996,6-5,Shooting Guard,Right,205.0
190,NBA,allenra02,10000000,2010-11,2011,2010,Boston Celtics,3.4,45.2,40.0,89.4,1300,18.6,18.9,4.1,145.1,53.0,1996,6-5,Shooting Guard,Right,205.0
191,NBA,allenra02,10000000,2011-12,2012,2011,Boston Celtics,3.4,45.2,40.0,89.4,1300,18.6,18.9,4.1,145.1,53.0,1996,6-5,Shooting Guard,Right,205.0
192,NBA,allenra02,3090000,2012-13,2013,2012,Miami Heat,3.4,45.2,40.0,89.4,1300,18.6,18.9,4.1,145.1,53.0,1996,6-5,Shooting Guard,Right,205.0
193,NBA,allenra02,3229050,2013-14,2014,2013,Miami Heat,3.4,45.2,40.0,89.4,1300,18.6,18.9,4.1,145.1,53.0,1996,6-5,Shooting Guard,Right,205.0
194,NBA,allento01,901920,2004-05,2005,2004,Boston Celtics,1.3,47.5,28.2,70.9,820,14.2,8.1,3.5,38.7,48.7,2004,6-4,Shooting Guard and Small Forward and Point Guard,Right,213.0
195,NBA,allento01,969696,2005-06,2006,2005,Boston Celtics,1.3,47.5,28.2,70.9,820,14.2,8.1,3.5,38.7,48.7,2004,6-4,Shooting Guard and Small Forward and Point Guard,Right,213.0
196,NBA,allento01,1037280,2006-07,2007,2006,Boston Celtics,1.3,47.5,28.2,70.9,820,14.2,8.1,3.5,38.7,48.7,2004,6-4,Shooting Guard and Small Forward and Point Guard,Right,213.0
197,NBA,allento01,1868141,2007-08,2008,2007,Boston Celtics,1.3,47.5,28.2,70.9,820,14.2,8.1,3.5,38.7,48.7,2004,6-4,Shooting Guard and Small Forward and Point Guard,Right,213.0
198,NBA,allento01,2500000,2008-09,2009,2008,Boston Celtics,1.3,47.5,28.2,70.9,820,14.2,8.1,3.5,38.7,48.7,2004,6-4,Shooting Guard and Small Forward and Point Guard,Right,213.0
199,NBA,allento01,2500000,2009-10,2010,2009,Boston Celtics,1.3,47.5,28.2,70.9,820,14.2,8.1,3.5,38.7,48.7,2004,6-4,Shooting Guard and Small Forward and Point Guard,Right,213.0
200,NBA,allento01,3000000,2010-11,2011,2010,Memphis Grizzlies,1.3,47.5,28.2,70.9,820,14.2,8.1,3.5,38.7,48.7,2004,6-4,Shooting Guard and Small Forward and Point Guard,Right,213.0
201,NBA,allento01,3150000,2011-12,2012,2011,Memphis Grizzlies,1.3,47.5,28.2,70.9,820,14.2,8.1,3.5,38.7,48.7,2004,6-4,Shooting Guard and Small Forward and Point Guard,Right,213.0
202,NBA,allento01,3300000,2012-13,2013,2012,Memphis Grizzlies,1.3,47.5,28.2,70.9,820,14.2,8.1,3.5,38.7,48.7,2004,6-4,Shooting Guard and Small Forward and Point Guard,Right,213.0
203,NBA,allento01,4494382,2013-14,2014,2013,Memphis Grizzlies,1.3,47.5,28.2,70.9,820,14.2,8.1,3.5,38.7,48.7,2004,6-4,Shooting Guard and Small Forward and Point Guard,Right,213.0
204,NBA,allento01,4831461,2014-15,2015,2014,Memphis Grizzlies,1.3,47.5,28.2,70.9,820,14.2,8.1,3.5,38.7,48.7,2004,6-4,Shooting Guard and Small Forward and Point Guard,Right,213.0
205,NBA,allento01,5168539,2015-16,2016,2015,Memphis Grizzlies,1.3,47.5,28.2,70.9,820,14.2,8.1,3.5,38.7,48.7,2004,6-4,Shooting Guard and Small Forward and Point Guard,Right,213.0
206,NBA,allento01,5505618,2016-17,2017,2016,Memphis Grizzlies,1.3,47.5,28.2,70.9,820,14.2,8.1,3.5,38.7,48.7,2004,6-4,Shooting Guard and Small Forward and Point Guard,Right,213.0
207,NBA,allento01,1471382,2017-18,2018,2017,Chicago Bulls,1.3,47.5,28.2,70.9,820,14.2,8.1,3.5,38.7,48.7,2004,6-4,Shooting Guard and Small Forward and Point Guard,Right,213.0
208,NBA,almonmo01,1005960,2007-08,2008,2007,Utah Jazz,0.3,38.1,29.2,74.3,38,7.0,3.1,1.2,0.0,41.2,2007,6-6,Shooting Guard,Right,225.0
209,NBA,almonmo01,1081440,2008-09,2009,2008,Utah Jazz,0.3,38.1,29.2,74.3,38,7.0,3.1,1.2,0.0,41.2,2007,6-6,Shooting Guard,Right,225.0
210,NBA,alstode01,150000,1994-95,1995,1994,Philadelphia 76ers,0.7,48.9,14.3,48.7,139,11.7,5.4,3.8,2.6,49.0,1994,6-11,Center,Right,225.0
211,NBA,alstode01,350000,1995-96,1996,1995,Philadelphia 76ers,0.7,48.9,14.3,48.7,139,11.7,5.4,3.8,2.6,49.0,1994,6-11,Center,Right,225.0
212,NBA,alstora01,301875,1999-00,2000,1999,Milwaukee Bucks,4.8,38.3,35.4,72.9,671,13.2,10.1,2.8,32.9,46.1,1998,6-2,Point Guard,Right,171.0
213,NBA,alstora01,423500,2000-01,2001,2000,Milwaukee Bucks,4.8,38.3,35.4,72.9,671,13.2,10.1,2.8,32.9,46.1,1998,6-2,Point Guard,Right,171.0
214,NBA,alstora01,625000,2001-02,2002,2001,Milwaukee Bucks,4.8,38.3,35.4,72.9,671,13.2,10.1,2.8,32.9,46.1,1998,6-2,Point Guard,Right,171.0
215,NBA,alstora01,37344,2002-03,2003,2002,Toronto Raptors,4.8,38.3,35.4,72.9,671,13.2,10.1,2.8,32.9,46.1,1998,6-2,Point Guard,Right,171.0
216,NBA,alstora01,688679,2003-04,2004,2003,Miami Heat,4.8,38.3,35.4,72.9,671,13.2,10.1,2.8,32.9,46.1,1998,6-2,Point Guard,Right,171.0
217,NBA,alstora01,3500000,2004-05,2005,2004,Toronto Raptors,4.8,38.3,35.4,72.9,671,13.2,10.1,2.8,32.9,46.1,1998,6-2,Point Guard,Right,171.0
218,NBA,alstora01,3850000,2005-06,2006,2005,Houston Rockets,4.8,38.3,35.4,72.9,671,13.2,10.1,2.8,32.9,46.1,1998,6-2,Point Guard,Right,171.0
219,NBA,alstora01,4200000,2006-07,2007,2006,Houston Rockets,4.8,38.3,35.4,72.9,671,13.2,10.1,2.8,32.9,46.1,1998,6-2,Point Guard,Right,171.0
220,NBA,alstora01,4550000,2007-08,2008,2007,Houston Rockets,4.8,38.3,35.4,72.9,671,13.2,10.1,2.8,32.9,46.1,1998,6-2,Point Guard,Right,171.0
221,NBA,alstora01,4900000,2008-09,2009,2008,Orlando Magic,4.8,38.3,35.4,72.9,671,13.2,10.1,2.8,32.9,46.1,1998,6-2,Point Guard,Right,171.0
222,NBA,alstora01,4300000,2009-10,2010,2009,New Jersey Nets,4.8,38.3,35.4,72.9,671,13.2,10.1,2.8,32.9,46.1,1998,6-2,Point Guard,Right,171.0
223,NBA,alstora01,753133,2009-10,2010,2009,Miami Heat,4.8,38.3,35.4,72.9,671,13.2,10.1,2.8,32.9,46.1,1998,6-2,Point Guard,Right,171.0
224,NBA,aminual01,2563320,2010-11,2011,2010,Los Angeles Clippers,1.2,42.3,33.7,74.7,670,12.4,7.7,6.1,27.4,48.2,2010,6-9,Power Forward and Small Forward,Right,220.0
225,NBA,aminual01,2755560,2011-12,2012,2011,New Orleans Hornets,1.2,42.3,33.7,74.7,670,12.4,7.7,6.1,27.4,48.2,2010,6-9,Power Forward and Small Forward,Right,220.0
226,NBA,aminual01,2947800,2012-13,2013,2012,New Orleans Hornets,1.2,42.3,33.7,74.7,670,12.4,7.7,6.1,27.4,48.2,2010,6-9,Power Forward and Small Forward,Right,220.0
227,NBA,aminual01,3700000,2013-14,2014,2013,New Orleans Pelicans,1.2,42.3,33.7,74.7,670,12.4,7.7,6.1,27.4,48.2,2010,6-9,Power Forward and Small Forward,Right,220.0
228,NBA,aminual01,981084,2014-15,2015,2014,Dallas Mavericks,1.2,42.3,33.7,74.7,670,12.4,7.7,6.1,27.4,48.2,2010,6-9,Power Forward and Small Forward,Right,220.0
229,NBA,aminual01,7500000,2015-16,2016,2015,Portland Trail Blazers,1.2,42.3,33.7,74.7,670,12.4,7.7,6.1,27.4,48.2,2010,6-9,Power Forward and Small Forward,Right,220.0
230,NBA,aminual01,7680965,2016-17,2017,2016,Portland Trail Blazers,1.2,42.3,33.7,74.7,670,12.4,7.7,6.1,27.4,48.2,2010,6-9,Power Forward and Small Forward,Right,220.0
231,NBA,aminual01,7319035,2017-18,2018,2017,Portland Trail Blazers,1.2,42.3,33.7,74.7,670,12.4,7.7,6.1,27.4,48.2,2010,6-9,Power Forward and Small Forward,Right,220.0
232,NBA,anderde01,1107240,1997-98,1998,1997,Cleveland Cavaliers,3.4,40.8,34.1,85.3,615,15.3,12.0,3.2,43.9,46.3,1997,6-5,Shooting Guard and Small Forward and Point Guard,Right,194.0
233,NBA,anderde01,1273000,1998-99,1999,1998,Cleveland Cavaliers,3.4,40.8,34.1,85.3,615,15.3,12.0,3.2,43.9,46.3,1997,6-5,Shooting Guard and Small Forward and Point Guard,Right,194.0
234,NBA,anderde01,1439400,1999-00,2000,1999,Los Angeles Clippers,3.4,40.8,34.1,85.3,615,15.3,12.0,3.2,43.9,46.3,1997,6-5,Shooting Guard and Small Forward and Point Guard,Right,194.0
235,NBA,anderde01,2250000,2000-01,2001,2000,San Antonio Spurs,3.4,40.8,34.1,85.3,615,15.3,12.0,3.2,43.9,46.3,1997,6-5,Shooting Guard and Small Forward and Point Guard,Right,194.0
236,NBA,anderde01,6495000,2001-02,2002,2001,Portland Trail Blazers,3.4,40.8,34.1,85.3,615,15.3,12.0,3.2,43.9,46.3,1997,6-5,Shooting Guard and Small Forward and Point Guard,Right,194.0
237,NBA,anderde01,7144500,2002-03,2003,2002,Portland Trail Blazers,3.4,40.8,34.1,85.3,615,15.3,12.0,3.2,43.9,46.3,1997,6-5,Shooting Guard and Small Forward and Point Guard,Right,194.0
238,NBA,anderde01,7794000,2003-04,2004,2003,Portland Trail Blazers,3.4,40.8,34.1,85.3,615,15.3,12.0,3.2,43.9,46.3,1997,6-5,Shooting Guard and Small Forward and Point Guard,Right,194.0
239,NBA,anderde01,8443500,2004-05,2005,2004,Portland Trail Blazers,3.4,40.8,34.1,85.3,615,15.3,12.0,3.2,43.9,46.3,1997,6-5,Shooting Guard and Small Forward and Point Guard,Right,194.0
240,NBA,anderde01,9093000,2005-06,2006,2005,Portland Trail Blazers,3.4,40.8,34.1,85.3,615,15.3,12.0,3.2,43.9,46.3,1997,6-5,Shooting Guard and Small Forward and Point Guard,Right,194.0
241,NBA,anderde01,1670000,2005-06,2006,2005,Houston Rockets,3.4,40.8,34.1,85.3,615,15.3,12.0,3.2,43.9,46.3,1997,6-5,Shooting Guard and Small Forward and Point Guard,Right,194.0
242,NBA,anderde01,9742500,2006-07,2007,2006,Portland Trail Blazers,3.4,40.8,34.1,85.3,615,15.3,12.0,3.2,43.9,46.3,1997,6-5,Shooting Guard and Small Forward and Point Guard,Right,194.0
243,NBA,anderde01,901397,2006-07,2007,2006,Charlotte Bobcats,3.4,40.8,34.1,85.3,615,15.3,12.0,3.2,43.9,46.3,1997,6-5,Shooting Guard and Small Forward and Point Guard,Right,194.0
244,NBA,anderde01,400000,2006-07,2007,2006,Miami Heat,3.4,40.8,34.1,85.3,615,15.3,12.0,3.2,43.9,46.3,1997,6-5,Shooting Guard and Small Forward and Point Guard,Right,194.0
245,NBA,anderde01,1219590,2007-08,2008,2007,Charlotte Bobcats,3.4,40.8,34.1,85.3,615,15.3,12.0,3.2,43.9,46.3,1997,6-5,Shooting Guard and Small Forward and Point Guard,Right,194.0
246,NBA,andergr01,185000,1987-88,1988,1987,San Antonio Spurs,0.6,49.2,8.7,55.7,680,13.0,7.3,6.2,18.7,49.2,1987,6-10,Center and Power Forward,Right,230.0
247,NBA,andergr01,200000,1988-89,1989,1988,San Antonio Spurs,0.6,49.2,8.7,55.7,680,13.0,7.3,6.2,18.7,49.2,1987,6-10,Center and Power Forward,Right,230.0
248,NBA,andergr01,1365000,1990-91,1991,1990,Denver Nuggets,0.6,49.2,8.7,55.7,680,13.0,7.3,6.2,18.7,49.2,1987,6-10,Center and Power Forward,Right,230.0
249,NBA,andergr01,1465000,1991-92,1992,1991,Denver Nuggets,0.6,49.2,8.7,55.7,680,13.0,7.3,6.2,18.7,49.2,1987,6-10,Center and Power Forward,Right,230.0
250,NBA,andergr01,650000,1993-94,1994,1993,Detroit Pistons,0.6,49.2,8.7,55.7,680,13.0,7.3,6.2,18.7,49.2,1987,6-10,Center and Power Forward,Right,230.0
251,NBA,andergr01,400000,1994-95,1995,1994,Detroit Pistons,0.6,49.2,8.7,55.7,680,13.0,7.3,6.2,18.7,49.2,1987,6-10,Center and Power Forward,Right,230.0
252,NBA,andergr01,110000,1994-95,1995,1994,Atlanta Hawks,0.6,49.2,8.7,55.7,680,13.0,7.3,6.2,18.7,49.2,1987,6-10,Center and Power Forward,Right,230.0
253,NBA,andergr01,485000,1995-96,1996,1995,San Antonio Spurs,0.6,49.2,8.7,55.7,680,13.0,7.3,6.2,18.7,49.2,1987,6-10,Center and Power Forward,Right,230.0
254,NBA,andergr01,584000,1996-97,1997,1996,San Antonio Spurs,0.6,49.2,8.7,55.7,680,13.0,7.3,6.2,18.7,49.2,1987,6-10,Center and Power Forward,Right,230.0
255,NBA,andergr01,272250,1997-98,1998,1997,Atlanta Hawks,0.6,49.2,8.7,55.7,680,13.0,7.3,6.2,18.7,49.2,1987,6-10,Center and Power Forward,Right,230.0
256,NBA,anderja01,1361400,2010-11,2011,2010,San Antonio Spurs,1.2,41.1,32.1,75.5,247,9.9,5.8,2.3,3.3,48.8,2010,6-6,Small Forward and Shooting Guard,Right,213.0
257,NBA,anderja01,1463520,2011-12,2012,2011,San Antonio Spurs,1.2,41.1,32.1,75.5,247,9.9,5.8,2.3,3.3,48.8,2010,6-6,Small Forward and Shooting Guard,Right,213.0
258,NBA,anderja01,472427,2012-13,2013,2012,Houston Rockets,1.2,41.1,32.1,75.5,247,9.9,5.8,2.3,3.3,48.8,2010,6-6,Small Forward and Shooting Guard,Right,213.0
259,NBA,anderja01,145749,2012-13,2013,2012,San Antonio Spurs,1.2,41.1,32.1,75.5,247,9.9,5.8,2.3,3.3,48.8,2010,6-6,Small Forward and Shooting Guard,Right,213.0
260,NBA,anderja01,916099,2013-14,2014,2013,Philadelphia 76ers,1.2,41.1,32.1,75.5,247,9.9,5.8,2.3,3.3,48.8,2010,6-6,Small Forward and Shooting Guard,Right,213.0
261,NBA,anderja01,1015421,2015-16,2016,2015,Sacramento Kings,1.2,41.1,32.1,75.5,247,9.9,5.8,2.3,3.3,48.8,2010,6-6,Small Forward and Shooting Guard,Right,213.0
262,NBA,anderju01,1449000,2015-16,2016,2015,Dallas Mavericks,0.7,41.9,30.2,77.8,216,12.9,5.3,2.6,4.7,49.0,2015,6-6,Small Forward,Left,230.0
263,NBA,anderju01,1514160,2016-17,2017,2016,Philadelphia 76ers,0.7,41.9,30.2,77.8,216,12.9,5.3,2.6,4.7,49.0,2015,6-6,Small Forward,Left,230.0
264,NBA,anderju01,1579440,2017-18,2018,2017,Philadelphia 76ers,0.7,41.9,30.2,77.8,216,12.9,5.3,2.6,4.7,49.0,2015,6-6,Small Forward,Left,230.0
265,NBA,anderke01,1828000,1991-92,1992,1991,New Jersey Nets,6.1,42.1,34.6,79.0,858,16.4,12.6,3.1,62.5,44.9,1991,6-0,Point Guard,Left,168.0
266,NBA,anderke01,2376000,1992-93,1993,1992,New Jersey Nets,6.1,42.1,34.6,79.0,858,16.4,12.6,3.1,62.5,44.9,1991,6-0,Point Guard,Left,168.0
267,NBA,anderke01,2925000,1993-94,1994,1993,New Jersey Nets,6.1,42.1,34.6,79.0,858,16.4,12.6,3.1,62.5,44.9,1991,6-0,Point Guard,Left,168.0
268,NBA,anderke01,3463200,1994-95,1995,1994,New Jersey Nets,6.1,42.1,34.6,79.0,858,16.4,12.6,3.1,62.5,44.9,1991,6-0,Point Guard,Left,168.0
269,NBA,anderke01,3898000,1995-96,1996,1995,New Jersey Nets,6.1,42.1,34.6,79.0,858,16.4,12.6,3.1,62.5,44.9,1991,6-0,Point Guard,Left,168.0
270,NBA,anderke01,4175000,1996-97,1997,1996,Portland Trail Blazers,6.1,42.1,34.6,79.0,858,16.4,12.6,3.1,62.5,44.9,1991,6-0,Point Guard,Left,168.0
271,NBA,anderke01,5010000,1997-98,1998,1997,Portland Trail Blazers,6.1,42.1,34.6,79.0,858,16.4,12.6,3.1,62.5,44.9,1991,6-0,Point Guard,Left,168.0
272,NBA,anderke01,5845000,1998-99,1999,1998,Boston Celtics,6.1,42.1,34.6,79.0,858,16.4,12.6,3.1,62.5,44.9,1991,6-0,Point Guard,Left,168.0
273,NBA,anderke01,6680000,1999-00,2000,1999,Boston Celtics,6.1,42.1,34.6,79.0,858,16.4,12.6,3.1,62.5,44.9,1991,6-0,Point Guard,Left,168.0
274,NBA,anderke01,7520000,2000-01,2001,2000,Boston Celtics,6.1,42.1,34.6,79.0,858,16.4,12.6,3.1,62.5,44.9,1991,6-0,Point Guard,Left,168.0
275,NBA,anderke01,8350000,2001-02,2002,2001,Boston Celtics,6.1,42.1,34.6,79.0,858,16.4,12.6,3.1,62.5,44.9,1991,6-0,Point Guard,Left,168.0
276,NBA,anderke01,9185000,2002-03,2003,2002,Seattle SuperSonics,6.1,42.1,34.6,79.0,858,16.4,12.6,3.1,62.5,44.9,1991,6-0,Point Guard,Left,168.0
277,NBA,anderke01,1070000,2003-04,2004,2003,Indiana Pacers,6.1,42.1,34.6,79.0,858,16.4,12.6,3.1,62.5,44.9,1991,6-0,Point Guard,Left,168.0
278,NBA,anderke01,1100000,2004-05,2005,2004,Atlanta Hawks,6.1,42.1,34.6,79.0,858,16.4,12.6,3.1,62.5,44.9,1991,6-0,Point Guard,Left,168.0
279,NBA,anderky01,1093680,2014-15,2015,2014,San Antonio Spurs,1.9,49.2,32.4,70.6,300,13.5,5.3,3.9,15.4,51.4,2014,6-9,Small Forward,Right,230.0
280,NBA,anderky01,1142879,2015-16,2016,2015,San Antonio Spurs,1.9,49.2,32.4,70.6,300,13.5,5.3,3.9,15.4,51.4,2014,6-9,Small Forward,Right,230.0
281,NBA,anderky01,1192080,2016-17,2017,2016,San Antonio Spurs,1.9,49.2,32.4,70.6,300,13.5,5.3,3.9,15.4,51.4,2014,6-9,Small Forward,Right,230.0
282,NBA,anderky01,2151704,2017-18,2018,2017,San Antonio Spurs,1.9,49.2,32.4,70.6,300,13.5,5.3,3.9,15.4,51.4,2014,6-9,Small Forward,Right,230.0
283,NBA,anderni01,725000,1990-91,1991,1990,Orlando Magic,2.6,44.6,35.6,66.7,800,15.8,14.4,5.1,55.3,50.0,1989,6-6,Shooting Guard and Small Forward,Right,205.0
